Keyword;Class;EID;Year;Highly Cited;North Africa;OA;Journal Article
animal;Biomedicine;2-s2.0-85123645962;2022;False;False;False;True
convolutional neural network;STEM;2-s2.0-85133420500;2022;False;True;False;False
image analysis;STEM;2-s2.0-85126885957;2022;False;False;True;False
statistical test;STEM;2-s2.0-85126773623;2022;False;True;True;True
computed tomography;Biomedicine;2-s2.0-85126338475;2022;False;True;True;True
k-nearest neighbors algorithm;STEM;2-s2.0-85125767777;2022;False;False;True;True
automation;STEM;2-s2.0-85123673524;2022;False;False;True;True
data mining;STEM;2-s2.0-85123673524;2022;False;False;True;True
risk assessment;Other;2-s2.0-85122985360;2022;False;False;False;True
Internet;STEM;2-s2.0-85111534568;2022;False;True;False;False
parasitology;Biomedicine;2-s2.0-85128011870;2022;False;False;True;True
chest radiograph;Biomedicine;2-s2.0-85136592056;2022;False;True;True;True
computed tomography;Biomedicine;2-s2.0-85136592056;2022;False;True;True;True
computed tomography;Biomedicine;2-s2.0-85130210110;2022;False;False;True;True
risk assessment;Other;2-s2.0-85128207119;2022;False;False;False;True
risk factor;Biomedicine;2-s2.0-85123462569;2022;False;True;True;False
principal component analysis;STEM;2-s2.0-85133133770;2022;False;True;True;True
risk assessment;Other;2-s2.0-85129508005;2022;False;True;True;True
risk factor;Biomedicine;2-s2.0-85129508005;2022;False;True;True;True
chest radiograph;Biomedicine;2-s2.0-85127959062;2022;False;True;True;True
mortality rate;Other;2-s2.0-85105793662;2022;False;True;True;False
feature extraction;STEM;2-s2.0-85130691911;2022;False;True;True;True
convolutional neural network;STEM;2-s2.0-85129892041;2022;False;False;True;True
k-nearest neighbors algorithm;STEM;2-s2.0-85126612021;2022;False;True;False;True
animal;Biomedicine;2-s2.0-85130068824;2022;False;True;True;False
principal component analysis;STEM;2-s2.0-85128316459;2022;False;True;True;True
feedforward neural network;STEM;2-s2.0-85124287851;2022;False;False;True;True
genetic algorithm;STEM;2-s2.0-85112359521;2022;False;True;True;True
convolutional neural network;STEM;2-s2.0-85112359521;2022;False;True;True;True
Mycobacterium tuberculosis;Biomedicine;2-s2.0-85125009950;2022;False;False;True;True
United States of America;Social sciences;2-s2.0-85124089182;2022;False;False;True;False
mortality rate;Other;2-s2.0-85124020402;2022;False;False;True;False
animal;Biomedicine;2-s2.0-85122888445;2022;False;False;False;True
blood;Biomedicine;2-s2.0-85134893186;2022;False;False;True;True
statistical test;STEM;2-s2.0-85133493454;2022;False;True;False;True
convolutional neural network;STEM;2-s2.0-85133141655;2022;False;True;False;False
principal component analysis;STEM;2-s2.0-85132381954;2022;False;False;True;True
human pregnancy;Biomedicine;2-s2.0-85132381954;2022;False;False;True;True
statistical test;STEM;2-s2.0-85132079504;2022;False;True;True;True
m-health;STEM;2-s2.0-85131377490;2022;False;True;False;True
statistical test;STEM;2-s2.0-85131377490;2022;False;True;False;True
automation;STEM;2-s2.0-85131377490;2022;False;True;False;True
Internet of things;STEM;2-s2.0-85130645597;2022;False;False;True;True
blood;Biomedicine;2-s2.0-85130428740;2022;False;True;True;True
principal component analysis;STEM;2-s2.0-85130428740;2022;False;True;True;True
statistical test;STEM;2-s2.0-85130224100;2022;False;False;True;True
k-nearest neighbors algorithm;STEM;2-s2.0-85130057030;2022;False;True;True;True
Internet of things;STEM;2-s2.0-85129460752;2022;False;False;True;False
machine learning;STEM;2-s2.0-85127964196;2022;False;True;False;False
statistical test;STEM;2-s2.0-85127864792;2022;False;True;False;False
statistical test;STEM;2-s2.0-85127503177;2022;False;True;True;True
chest radiograph;Biomedicine;2-s2.0-85127503177;2022;False;True;True;True
Internet of things;STEM;2-s2.0-85126852529;2022;False;True;True;True
feature extraction;STEM;2-s2.0-85126562176;2022;False;True;True;True
machine learning;STEM;2-s2.0-85125271514;2022;False;False;True;True
genetic algorithm;STEM;2-s2.0-85124261254;2022;False;True;True;True
animal;Biomedicine;2-s2.0-85123659832;2022;False;True;True;True
Internet;STEM;2-s2.0-85121424732;2022;False;True;False;True
risk assessment;Other;2-s2.0-85138468282;2022;False;False;False;True
risk assessment;Other;2-s2.0-85137694006;2022;False;True;False;True
baby;Social sciences;2-s2.0-85137222401;2022;False;False;True;True
animal;Biomedicine;2-s2.0-85137165294;2022;False;False;True;True
animal;Biomedicine;2-s2.0-85135572434;2022;False;False;True;True
k-nearest neighbors algorithm;STEM;2-s2.0-85135181317;2022;False;False;True;True
risk assessment;Other;2-s2.0-85135181317;2022;False;False;True;True
risk factor;Biomedicine;2-s2.0-85135181317;2022;False;False;True;True
risk assessment;Other;2-s2.0-85134820805;2022;False;False;True;True
biomarker;Biomedicine;2-s2.0-85134015074;2022;False;False;True;True
human pregnancy;Biomedicine;2-s2.0-85127451600;2022;False;False;True;True
automation;STEM;2-s2.0-85135945034;2022;False;False;False;True
risk assessment;Other;2-s2.0-85133805851;2022;False;False;False;True
human pregnancy;Biomedicine;2-s2.0-85132423785;2022;False;False;True;True
biomarker;Biomedicine;2-s2.0-85134910985;2022;False;False;True;True
chest radiograph;Biomedicine;2-s2.0-85132747569;2022;False;True;True;True
feedforward neural network;STEM;2-s2.0-85129699010;2022;False;True;True;True
blood;Biomedicine;2-s2.0-85128076150;2022;False;True;False;True
machine learning;STEM;2-s2.0-85128020443;2022;False;True;True;True
Internet;STEM;2-s2.0-85136341982;2022;False;True;True;True
genetic algorithm;STEM;2-s2.0-85134017530;2022;False;True;False;True
k-nearest neighbors algorithm;STEM;2-s2.0-85134017530;2022;False;True;False;True
k-nearest neighbors algorithm;STEM;2-s2.0-85130955537;2022;False;True;False;True
Coronaviridae;Biomedicine;2-s2.0-85127725203;2022;False;True;True;True
risk assessment;Other;2-s2.0-85119290152;2022;False;True;False;True
human pregnancy;Biomedicine;2-s2.0-85119290152;2022;False;True;False;True
risk factor;Biomedicine;2-s2.0-85119290152;2022;False;True;False;True
feedforward neural network;STEM;2-s2.0-85104809004;2022;False;False;False;True
principal component analysis;STEM;2-s2.0-85127753019;2022;False;True;False;True
genetic algorithm;STEM;2-s2.0-85120669388;2022;False;True;False;True
Internet;STEM;2-s2.0-85133715129;2022;False;True;True;True
risk factor;Biomedicine;2-s2.0-85133575196;2022;False;True;True;True
blood;Biomedicine;2-s2.0-85130731854;2022;False;True;False;True
convolutional neural network;STEM;2-s2.0-85129794568;2022;False;True;True;True
risk assessment;Other;2-s2.0-85129547549;2022;False;True;False;True
m-health;STEM;2-s2.0-85130565534;2022;False;True;True;True
chest radiograph;Biomedicine;2-s2.0-85134156021;2022;False;True;True;True
m-health;STEM;2-s2.0-85132965239;2022;False;False;True;False
Internet;STEM;2-s2.0-85132186852;2022;False;True;True;True
human pregnancy;Biomedicine;2-s2.0-85131771625;2022;False;False;True;True
data mining;STEM;2-s2.0-85129729813;2022;False;True;False;True
machine learning;STEM;2-s2.0-85129499072;2022;False;False;False;True
Africa;Social sciences;2-s2.0-85129499072;2022;False;False;False;True
statistical test;STEM;2-s2.0-85126798336;2022;False;True;False;True
risk assessment;Other;2-s2.0-85133222431;2022;False;True;True;True
statistical test;STEM;2-s2.0-85131209677;2022;False;True;True;True
chest radiograph;Biomedicine;2-s2.0-85129209367;2022;False;True;False;True
feedforward neural network;STEM;2-s2.0-85126558259;2022;False;False;False;True
statistical test;STEM;2-s2.0-85124539922;2022;False;False;False;True
blood;Biomedicine;2-s2.0-85124454895;2022;False;False;False;True
biomarker;Biomedicine;2-s2.0-85129533734;2022;False;True;True;True
feedforward neural network;STEM;2-s2.0-85106300007;2022;False;True;False;True
United States of America;Social sciences;2-s2.0-85128193753;2022;False;True;True;True
mortality rate;Other;2-s2.0-85126569166;2022;False;False;True;True
Mycobacterium tuberculosis;Biomedicine;2-s2.0-85126569166;2022;False;False;True;True
genetic algorithm;STEM;2-s2.0-85118302063;2022;False;True;False;True
machine learning;STEM;2-s2.0-85118302063;2022;False;True;False;True
risk assessment;Other;2-s2.0-85128862767;2022;False;False;True;False
biomarker;Biomedicine;2-s2.0-85127717810;2022;False;False;True;True
pre-school age;Social sciences;2-s2.0-85127717810;2022;False;False;True;True
baby;Social sciences;2-s2.0-85127717810;2022;False;False;True;True
data mining;STEM;2-s2.0-85126152665;2022;False;False;True;False
United States of America;Social sciences;2-s2.0-85126152665;2022;False;False;True;False
data mining;STEM;2-s2.0-85126152665;2022;False;False;True;False
human pregnancy;Biomedicine;2-s2.0-85126152665;2022;False;False;True;False
blood;Biomedicine;2-s2.0-85113281886;2022;False;False;False;True
animal;Biomedicine;2-s2.0-85123800781;2022;False;False;False;False
Internet;STEM;2-s2.0-85125784641;2022;False;False;True;True
blood;Biomedicine;2-s2.0-85124629852;2022;False;False;True;True
principal component analysis;STEM;2-s2.0-85138123454;2022;False;False;True;True
animal;Biomedicine;2-s2.0-85137907412;2022;False;False;True;True
convolutional neural network;STEM;2-s2.0-85137826203;2022;False;True;False;False
k-nearest neighbors algorithm;STEM;2-s2.0-85137771197;2022;False;True;True;True
risk assessment;Other;2-s2.0-85137771197;2022;False;True;True;True
genetic algorithm;STEM;2-s2.0-85137653398;2022;False;False;True;True
Internet of things;STEM;2-s2.0-85137653398;2022;False;False;True;True
feedforward neural network;STEM;2-s2.0-85137576766;2022;False;False;True;True
Coronaviridae;Biomedicine;2-s2.0-85137531094;2022;False;False;False;False
m-health;STEM;2-s2.0-85137453189;2022;False;False;False;False
feedforward neural network;STEM;2-s2.0-85137446388;2022;False;False;True;True
automation;STEM;2-s2.0-85137226140;2022;False;False;True;False
animal;Biomedicine;2-s2.0-85137137752;2022;False;True;True;False
chest radiograph;Biomedicine;2-s2.0-85137074021;2022;False;False;True;True
computed tomography;Biomedicine;2-s2.0-85137020037;2022;False;False;True;True
Coronaviridae;Biomedicine;2-s2.0-85136866817;2022;False;True;True;True
machine learning;STEM;2-s2.0-85136828162;2022;False;True;True;False
image analysis;STEM;2-s2.0-85136545705;2022;False;True;True;True
m-health;STEM;2-s2.0-85136487748;2022;False;True;True;True
statistical test;STEM;2-s2.0-85136327894;2022;False;False;False;False
blood;Biomedicine;2-s2.0-85136292259;2022;False;False;False;True
statistical test;STEM;2-s2.0-85136113249;2022;False;False;True;True
k-nearest neighbors algorithm;STEM;2-s2.0-85136086019;2022;False;True;True;True
statistical test;STEM;2-s2.0-85135763371;2022;False;True;False;False
feature extraction;STEM;2-s2.0-85135748457;2022;False;True;True;True
statistical test;STEM;2-s2.0-85135747053;2022;False;True;False;False
convolutional neural network;STEM;2-s2.0-85135123547;2022;False;False;True;True
feedforward neural network;STEM;2-s2.0-85135089094;2022;False;True;False;False
principal component analysis;STEM;2-s2.0-85135058680;2022;False;True;False;True
data mining;STEM;2-s2.0-85134933239;2022;False;False;True;True
blood;Biomedicine;2-s2.0-85134894004;2022;False;True;True;True
Internet;STEM;2-s2.0-85134894004;2022;False;True;True;True
m-health;STEM;2-s2.0-85134891680;2022;False;False;True;True
Africa;Social sciences;2-s2.0-85134802849;2022;False;False;False;True
data mining;STEM;2-s2.0-85134802849;2022;False;False;False;True
feedforward neural network;STEM;2-s2.0-85134764571;2022;False;False;True;True
m-health;STEM;2-s2.0-85134542451;2022;False;False;True;False
genetic algorithm;STEM;2-s2.0-85134530443;2022;False;True;False;True
animal;Biomedicine;2-s2.0-85134361204;2022;False;False;True;True
parasitology;Biomedicine;2-s2.0-85134361204;2022;False;False;True;True
feature extraction;STEM;2-s2.0-85134340017;2022;False;False;False;False
principal component analysis;STEM;2-s2.0-85134340017;2022;False;False;False;False
machine learning;STEM;2-s2.0-85134339309;2022;False;True;False;False
machine learning;STEM;2-s2.0-85134316360;2022;False;True;False;False
statistical test;STEM;2-s2.0-85134310501;2022;False;False;False;False
feedforward neural network;STEM;2-s2.0-85134297279;2022;False;True;False;False
machine learning;STEM;2-s2.0-85134297279;2022;False;True;False;False
Coronaviridae;Biomedicine;2-s2.0-85134232413;2022;False;True;False;False
Coronaviridae;Biomedicine;2-s2.0-85134162027;2022;False;True;True;False
image analysis;STEM;2-s2.0-85133641104;2022;False;False;True;True
feedforward neural network;STEM;2-s2.0-85133591701;2022;False;False;True;True
principal component analysis;STEM;2-s2.0-85133591701;2022;False;False;True;True
Coronaviridae;Biomedicine;2-s2.0-85133591701;2022;False;False;True;True
image analysis;STEM;2-s2.0-85133572476;2022;False;False;True;True
Coronaviridae;Biomedicine;2-s2.0-85133376152;2022;False;False;True;True
risk factor;Biomedicine;2-s2.0-85133247298;2022;False;False;True;True
principal component analysis;STEM;2-s2.0-85133136759;2022;False;True;False;False
automation;STEM;2-s2.0-85133102273;2022;False;False;True;True
human pregnancy;Biomedicine;2-s2.0-85133102273;2022;False;False;True;True
United States of America;Social sciences;2-s2.0-85133102224;2022;False;False;True;True
Coronaviridae;Biomedicine;2-s2.0-85133095498;2022;False;False;True;True
animal;Biomedicine;2-s2.0-85132520508;2022;False;False;True;True
parasitology;Biomedicine;2-s2.0-85132520508;2022;False;False;True;True
feature extraction;STEM;2-s2.0-85132445414;2022;False;True;False;False
machine learning;STEM;2-s2.0-85132405624;2022;False;True;False;False
risk assessment;Other;2-s2.0-85132079351;2022;False;False;True;True
blood;Biomedicine;2-s2.0-85131851465;2022;False;True;True;True
blood;Biomedicine;2-s2.0-85131446203;2022;False;False;True;True
statistical test;STEM;2-s2.0-85131217768;2022;False;False;True;True
blood;Biomedicine;2-s2.0-85131066859;2022;False;True;False;True
biomarker;Biomedicine;2-s2.0-85131047965;2022;False;False;True;False
principal component analysis;STEM;2-s2.0-85130701590;2022;False;True;False;True
statistical test;STEM;2-s2.0-85130383354;2022;False;False;True;True
feedforward neural network;STEM;2-s2.0-85129912901;2022;False;True;True;True
baby;Social sciences;2-s2.0-85129781370;2022;False;False;True;True
human pregnancy;Biomedicine;2-s2.0-85129781370;2022;False;False;True;True
feedforward neural network;STEM;2-s2.0-85129689645;2022;False;True;False;False
feedforward neural network;STEM;2-s2.0-85129414008;2022;False;True;False;False
feature extraction;STEM;2-s2.0-85129414008;2022;False;True;False;False
blood;Biomedicine;2-s2.0-85128865729;2022;False;False;False;True
convolutional neural network;STEM;2-s2.0-85128816770;2022;False;False;True;True
Internet of things;STEM;2-s2.0-85128802540;2022;False;False;True;True
genetic algorithm;STEM;2-s2.0-85128801306;2022;False;False;True;True
data mining;STEM;2-s2.0-85128801306;2022;False;False;True;True
genetic algorithm;STEM;2-s2.0-85128801072;2022;False;False;True;True
m-health;STEM;2-s2.0-85128761134;2022;False;True;False;False
feedforward neural network;STEM;2-s2.0-85128761134;2022;False;True;False;False
m-health;STEM;2-s2.0-85128651172;2022;False;True;False;False
k-nearest neighbors algorithm;STEM;2-s2.0-85128637157;2022;False;False;True;True
statistical test;STEM;2-s2.0-85128615235;2022;False;False;True;True
machine learning;STEM;2-s2.0-85128595875;2022;False;True;False;False
feedforward neural network;STEM;2-s2.0-85128526758;2022;False;False;True;True
k-nearest neighbors algorithm;STEM;2-s2.0-85128351136;2022;False;False;True;True
image analysis;STEM;2-s2.0-85128304982;2022;False;False;True;True
automation;STEM;2-s2.0-85127523554;2022;False;False;True;True
Coronaviridae;Biomedicine;2-s2.0-85127503768;2022;False;True;False;False
machine learning;STEM;2-s2.0-85126846973;2022;False;False;True;True
principal component analysis;STEM;2-s2.0-85126376571;2022;False;False;False;False
blood;Biomedicine;2-s2.0-85126349770;2022;False;True;True;True
statistical test;STEM;2-s2.0-85126085178;2022;False;False;True;True
genetic algorithm;STEM;2-s2.0-85125733794;2022;False;True;True;True
automation;STEM;2-s2.0-85125316052;2022;False;False;True;True
principal component analysis;STEM;2-s2.0-85125222300;2022;False;False;False;False
k-nearest neighbors algorithm;STEM;2-s2.0-85123533721;2022;False;True;True;True
chest radiograph;Biomedicine;2-s2.0-85123533721;2022;False;True;True;True
automation;STEM;2-s2.0-85123396892;2022;False;False;False;True
k-nearest neighbors algorithm;STEM;2-s2.0-85123396892;2022;False;False;False;True
machine learning;STEM;2-s2.0-85122579818;2022;False;False;False;False
machine learning;STEM;2-s2.0-85119012537;2022;False;True;False;False
feedforward neural network;STEM;2-s2.0-85116855617;2022;False;True;False;False
automation;STEM;2-s2.0-85112149310;2022;False;True;False;True
animal;Biomedicine;2-s2.0-85112149310;2022;False;True;False;True
principal component analysis;STEM;2-s2.0-84899008824;2014;True;True;False;True
data mining;STEM;2-s2.0-84887826239;2014;True;True;False;True
automation;STEM;2-s2.0-85067343074;2019;True;True;True;True
automation;STEM;2-s2.0-84997693769;2016;True;True;False;True
m-health;STEM;2-s2.0-85048959618;2019;True;False;False;True
feature extraction;STEM;2-s2.0-85039416241;2018;True;True;False;False
risk assessment;Other;2-s2.0-84908086547;2014;True;False;True;True
genetic algorithm;STEM;2-s2.0-84998829086;2017;True;True;False;True
automation;STEM;2-s2.0-84884915206;2014;True;True;True;True
principal component analysis;STEM;2-s2.0-85042694325;2018;True;True;True;True
principal component analysis;STEM;2-s2.0-85060517425;2019;True;True;True;True
Africa;Social sciences;2-s2.0-85069971542;2019;True;False;True;True
risk assessment;Other;2-s2.0-85069971542;2019;True;False;True;True
genetic algorithm;STEM;2-s2.0-85062265844;2019;True;True;True;True
automation;STEM;2-s2.0-85049506605;2018;True;False;False;False
genetic algorithm;STEM;2-s2.0-84892819576;2014;True;True;False;True
Mycobacterium tuberculosis;Biomedicine;2-s2.0-85073626563;2019;True;False;True;True
chest radiograph;Biomedicine;2-s2.0-85073626563;2019;True;False;True;True
blood;Biomedicine;2-s2.0-85034981078;2019;True;True;False;True
Internet;STEM;2-s2.0-85042214615;2018;True;False;True;True
United States of America;Social sciences;2-s2.0-85042214615;2018;True;False;True;True
data mining;STEM;2-s2.0-85069267929;2019;True;True;True;True
data mining;STEM;2-s2.0-85069267929;2019;True;True;True;True
human pregnancy;Biomedicine;2-s2.0-85003604033;2016;True;False;True;True
chest radiograph;Biomedicine;2-s2.0-85060519724;2019;True;False;False;False
mortality rate;Other;2-s2.0-84994571281;2016;True;False;True;True
pre-school age;Social sciences;2-s2.0-84994571281;2016;True;False;True;True
baby;Social sciences;2-s2.0-84994571281;2016;True;False;True;True
biomarker;Biomedicine;2-s2.0-84983349020;2016;True;True;True;False
biomarker;Biomedicine;2-s2.0-27744595524;2005;True;True;False;True
automation;STEM;2-s2.0-84964906479;2016;True;False;True;True
chest radiograph;Biomedicine;2-s2.0-84964906479;2016;True;False;True;True
k-nearest neighbors algorithm;STEM;2-s2.0-84867298235;2012;True;True;False;True
United States of America;Social sciences;2-s2.0-84867298235;2012;True;True;False;True
genetic algorithm;STEM;2-s2.0-85075269111;2019;True;True;True;True
automation;STEM;2-s2.0-85075269111;2019;True;True;True;True
image analysis;STEM;2-s2.0-85056551029;2019;True;True;True;True
mortality rate;Other;2-s2.0-85032590759;2017;True;False;True;True
parasitology;Biomedicine;2-s2.0-85032590759;2017;True;False;True;True
pre-school age;Social sciences;2-s2.0-85032590759;2017;True;False;True;True
baby;Social sciences;2-s2.0-85032590759;2017;True;False;True;True
risk assessment;Other;2-s2.0-84954366506;2016;True;True;True;True
animal;Biomedicine;2-s2.0-85028914171;2017;True;False;True;True
parasitology;Biomedicine;2-s2.0-85028914171;2017;True;False;True;True
mortality rate;Other;2-s2.0-85045348351;2019;True;True;True;True
risk assessment;Other;2-s2.0-85045348351;2019;True;True;True;True
risk factor;Biomedicine;2-s2.0-85045348351;2019;True;True;True;True
genetic algorithm;STEM;2-s2.0-85023752899;2018;True;True;False;True
animal;Biomedicine;2-s2.0-85062297851;2019;True;True;False;True
data mining;STEM;2-s2.0-85062297851;2019;True;True;False;True
automation;STEM;2-s2.0-85059908541;2019;True;True;True;True
Internet;STEM;2-s2.0-40549145521;2008;True;False;True;True
Internet;STEM;2-s2.0-84983616622;2016;True;False;True;True
United States of America;Social sciences;2-s2.0-84983616622;2016;True;False;True;True
Mycobacterium tuberculosis;Biomedicine;2-s2.0-84905992620;2014;True;False;True;True
health care;Other;2-s2.0-84978132178;2016;True;True;True;False
risk assessment;Other;2-s2.0-84978132178;2016;True;True;True;False
Africa;Social sciences;2-s2.0-85055630542;2018;True;False;True;True
pre-school age;Social sciences;2-s2.0-85055630542;2018;True;False;True;True
baby;Social sciences;2-s2.0-85055630542;2018;True;False;True;True
human pregnancy;Biomedicine;2-s2.0-85058454105;2019;True;False;False;True
chest radiograph;Biomedicine;2-s2.0-84938261223;2015;True;False;True;True
Internet;STEM;2-s2.0-85071073448;2019;True;True;True;True
machine learning;STEM;2-s2.0-85054466221;2019;True;True;False;True
animal;Biomedicine;2-s2.0-85047919026;2018;True;False;True;True
automation;STEM;2-s2.0-85064672556;2019;True;True;False;True
mortality rate;Other;2-s2.0-85029491871;2017;True;False;True;True
data mining;STEM;2-s2.0-85040589363;2018;True;True;True;False
k-nearest neighbors algorithm;STEM;2-s2.0-85040589363;2018;True;True;True;False
mortality rate;Other;2-s2.0-84941350866;2015;True;True;True;True
risk assessment;Other;2-s2.0-84941350866;2015;True;True;True;True
feature extraction;STEM;2-s2.0-84864848314;2012;True;True;False;False
principal component analysis;STEM;2-s2.0-84864848314;2012;True;True;False;False
Africa;Social sciences;2-s2.0-85074087224;2019;True;False;False;True
baby;Social sciences;2-s2.0-85038828104;2018;True;False;True;True
genetic algorithm;STEM;2-s2.0-85068035816;2019;True;True;False;False
chest radiograph;Biomedicine;2-s2.0-85040508258;2018;True;False;False;True
k-nearest neighbors algorithm;STEM;2-s2.0-85008152019;2017;True;True;False;True
risk factor;Biomedicine;2-s2.0-85064240222;2019;True;True;True;True
animal;Biomedicine;2-s2.0-85070764628;2019;True;True;True;False
data mining;STEM;2-s2.0-85040951646;2018;True;True;True;True
data mining;STEM;2-s2.0-85040951646;2018;True;True;True;True
k-nearest neighbors algorithm;STEM;2-s2.0-85073363087;2019;True;True;True;True
data mining;STEM;2-s2.0-85064169621;2018;True;False;True;False
data mining;STEM;2-s2.0-85064169621;2018;True;False;True;False
parasitology;Biomedicine;2-s2.0-85046693875;2018;True;True;True;True
Internet;STEM;2-s2.0-84985993436;2016;True;False;False;False
animal;Biomedicine;2-s2.0-85061569643;2019;True;False;False;False
k-nearest neighbors algorithm;STEM;2-s2.0-85013635455;2017;True;True;False;False
machine learning;STEM;2-s2.0-85077787913;2019;True;True;False;False
data mining;STEM;2-s2.0-84983049809;2016;True;False;True;True
pre-school age;Social sciences;2-s2.0-84983049809;2016;True;False;True;True
baby;Social sciences;2-s2.0-84983049809;2016;True;False;True;True
genetic algorithm;STEM;2-s2.0-84958543478;2014;True;True;False;False
animal;Biomedicine;2-s2.0-85060346764;2019;True;False;True;True
Mycobacterium tuberculosis;Biomedicine;2-s2.0-85045324159;2018;True;False;True;True
statistical test;STEM;2-s2.0-85030761580;2017;True;True;True;True
risk assessment;Other;2-s2.0-85030761580;2017;True;True;True;True
Internet;STEM;2-s2.0-84939165716;2015;True;False;True;False
risk factor;Biomedicine;2-s2.0-84894251319;2014;True;True;True;True
blood;Biomedicine;2-s2.0-85048389705;2018;True;True;False;False
biomarker;Biomedicine;2-s2.0-85070743290;2019;True;False;True;True
risk assessment;Other;2-s2.0-85070743290;2019;True;False;True;True
pre-school age;Social sciences;2-s2.0-85070743290;2019;True;False;True;True
baby;Social sciences;2-s2.0-85070743290;2019;True;False;True;True
image analysis;STEM;2-s2.0-85058800178;2019;True;True;False;True
principal component analysis;STEM;2-s2.0-85058800178;2019;True;True;False;True
Mycobacterium tuberculosis;Biomedicine;2-s2.0-85057557360;2018;True;False;True;True
k-nearest neighbors algorithm;STEM;2-s2.0-85072739172;2019;True;False;True;True
Mycobacterium tuberculosis;Biomedicine;2-s2.0-85057539611;2018;True;False;True;True
pre-school age;Social sciences;2-s2.0-85068112890;2019;True;False;True;True
baby;Social sciences;2-s2.0-85068112890;2019;True;False;True;True
baby;Social sciences;2-s2.0-85062195404;2019;True;False;True;True
human pregnancy;Biomedicine;2-s2.0-85062195404;2019;True;False;True;True
mortality rate;Other;2-s2.0-85044860953;2018;True;False;True;True
image analysis;STEM;2-s2.0-84953325310;2015;True;True;True;False
statistical test;STEM;2-s2.0-85083367637;2019;True;True;False;False
convolutional neural network;STEM;2-s2.0-85067030410;2019;True;True;False;False
image analysis;STEM;2-s2.0-85055179274;2019;True;True;False;True
k-nearest neighbors algorithm;STEM;2-s2.0-85076307693;2019;True;False;True;True
genetic algorithm;STEM;2-s2.0-85053150289;2018;True;True;False;False
k-nearest neighbors algorithm;STEM;2-s2.0-85049881387;2018;True;True;False;True
pre-school age;Social sciences;2-s2.0-85021858085;2016;True;False;True;True
genetic algorithm;STEM;2-s2.0-84891923396;2013;True;True;False;False
principal component analysis;STEM;2-s2.0-84891923396;2013;True;True;False;False
genetic algorithm;STEM;2-s2.0-84897542211;2013;True;True;False;True
animal;Biomedicine;2-s2.0-85074571423;2019;True;False;False;False
automation;STEM;2-s2.0-85047449643;2018;True;True;True;True
chest radiograph;Biomedicine;2-s2.0-85047449643;2018;True;True;True;True
automation;STEM;2-s2.0-85044729063;2018;True;True;False;True
principal component analysis;STEM;2-s2.0-84982840469;2018;True;True;False;True
machine learning;STEM;2-s2.0-85050932398;2018;True;True;True;True
pre-school age;Social sciences;2-s2.0-84994877198;2016;True;False;True;True
baby;Social sciences;2-s2.0-84994877198;2016;True;False;True;True
blood;Biomedicine;2-s2.0-85082119507;2019;True;True;False;False
data mining;STEM;2-s2.0-85071693084;2019;True;True;True;True
principal component analysis;STEM;2-s2.0-85068555748;2019;True;True;False;False
parasitology;Biomedicine;2-s2.0-85065491930;2019;True;False;True;True
pre-school age;Social sciences;2-s2.0-85065491930;2019;True;False;True;True
baby;Social sciences;2-s2.0-85065491930;2019;True;False;True;True
blood;Biomedicine;2-s2.0-85058058174;2018;True;False;False;False
m-health;STEM;2-s2.0-85030863640;2018;True;False;True;True
data mining;STEM;2-s2.0-85018181391;2017;True;False;True;True
data mining;STEM;2-s2.0-85018181391;2017;True;False;True;True
data mining;STEM;2-s2.0-84959894182;2016;True;False;True;True
data mining;STEM;2-s2.0-84959894182;2016;True;False;True;True
pre-school age;Social sciences;2-s2.0-85068497945;2019;True;False;False;True
Mycobacterium tuberculosis;Biomedicine;2-s2.0-85072333478;2019;True;False;True;True
pre-school age;Social sciences;2-s2.0-85050006495;2018;True;False;True;True
parasitology;Biomedicine;2-s2.0-84938986689;2015;True;False;True;True
feedforward neural network;STEM;2-s2.0-84876036172;2012;True;True;False;False
data mining;STEM;2-s2.0-85065194700;2019;True;True;False;True
United States of America;Social sciences;2-s2.0-85061442304;2019;True;True;True;True
pre-school age;Social sciences;2-s2.0-85061442304;2019;True;True;True;True
baby;Social sciences;2-s2.0-85061442304;2019;True;True;True;True
human pregnancy;Biomedicine;2-s2.0-85056176315;2018;True;False;True;True
risk assessment;Other;2-s2.0-85033789732;2017;True;False;True;True
mortality rate;Other;2-s2.0-85033789732;2017;True;False;True;True
pre-school age;Social sciences;2-s2.0-85033789732;2017;True;False;True;True
baby;Social sciences;2-s2.0-85033789732;2017;True;False;True;True
risk factor;Biomedicine;2-s2.0-85033789732;2017;True;False;True;True
m-health;STEM;2-s2.0-85033486820;2017;True;True;True;False
image analysis;STEM;2-s2.0-85063214353;2019;True;True;False;False
data mining;STEM;2-s2.0-85071624131;2019;True;True;False;False
image analysis;STEM;2-s2.0-85068998039;2019;True;False;True;False
principal component analysis;STEM;2-s2.0-85048529266;2018;True;True;False;False
genetic algorithm;STEM;2-s2.0-85051766734;2018;True;True;False;True
convolutional neural network;STEM;2-s2.0-85046005005;2018;True;False;False;False
risk assessment;Other;2-s2.0-85039038993;2017;True;False;True;True
baby;Social sciences;2-s2.0-85039038993;2017;True;False;True;True
human pregnancy;Biomedicine;2-s2.0-85039038993;2017;True;False;True;True
Internet;STEM;2-s2.0-85026795132;2017;True;True;False;True
m-health;STEM;2-s2.0-84951160989;2016;True;False;False;True
