Keyword;Class;EID;Year;Highly Cited;North Africa;OA;Journal Article
intelligent system;computer science;2-s2.0-85131140197;2022;False;True;False;False
intelligent system;computer science;2-s2.0-85124265496;2022;False;True;True;True
intelligent system;computer science;2-s2.0-85056853631;2019;True;True;False;True
intelligent system;computer science;2-s2.0-85031709378;2017;True;True;False;False
intelligent system;computer science;2-s2.0-85033432608;2017;True;True;True;False
intelligent system;computer science;2-s2.0-85067420251;2019;True;True;False;False
intelligent system;computer science;2-s2.0-84997755051;2018;True;True;False;True
intelligent system;computer science;2-s2.0-84958547456;2014;True;True;True;False
intelligent system;computer science;2-s2.0-85050867903;2018;False;True;False;False
intelligent system;computer science;2-s2.0-84988896963;2016;False;True;False;True
intelligent system;computer science;2-s2.0-85063450329;2019;False;True;False;False
intelligent system;computer science;2-s2.0-85084283573;2019;False;True;False;False
intelligent system;computer science;2-s2.0-84994537839;2017;False;True;False;False
intelligent system;computer science;2-s2.0-85063535373;2019;False;True;False;False
intelligent system;computer science;2-s2.0-85053533877;2019;False;True;False;False
intelligent system;computer science;2-s2.0-85084281820;2019;False;True;False;False
intelligent system;computer science;2-s2.0-85084281565;2019;False;True;False;False
intelligent system;computer science;2-s2.0-85076812834;2019;False;True;True;False
intelligent system;computer science;2-s2.0-85063438140;2019;False;True;False;False
intelligent system;computer science;2-s2.0-85047294902;2019;False;True;False;False
intelligent system;computer science;2-s2.0-85052700467;2018;False;True;True;True
intelligent system;computer science;2-s2.0-85084511882;2019;False;False;False;False
intelligent system;computer science;2-s2.0-85061804420;2018;False;True;False;False
intelligent system;computer science;2-s2.0-84994545593;2017;False;True;False;False
intelligent system;computer science;2-s2.0-85063518551;2019;False;True;False;False
intelligent system;computer science;2-s2.0-85060877220;2019;False;False;False;False
intelligent system;computer science;2-s2.0-85072887352;2019;False;True;False;False
intelligent system;computer science;2-s2.0-85062793856;2018;False;True;False;False
intelligent system;computer science;2-s2.0-85088201012;2018;False;False;False;False
intelligent system;computer science;2-s2.0-85032874415;2017;False;True;True;False
intelligent system;computer science;2-s2.0-85019451177;2016;False;False;False;False
health risk;other;2-s2.0-85082130005;2020;True;False;True;False
health risk;other;2-s2.0-85092445039;2020;False;True;False;False
health risk;other;2-s2.0-85123040657;2020;False;True;False;False
health risk;other;2-s2.0-85100597870;2020;False;False;False;False
health risk;other;2-s2.0-85081383346;2020;False;True;False;False
health risk;other;2-s2.0-85092641137;2020;False;False;False;False
health risk;other;2-s2.0-85100435359;2021;True;False;True;False
health risk;other;2-s2.0-85110096093;2021;True;True;True;True
health risk;other;2-s2.0-85112757441;2021;True;True;True;False
health risk;other;2-s2.0-85112068174;2021;True;True;True;True
health risk;other;2-s2.0-85108733169;2021;True;True;False;True
health risk;other;2-s2.0-85090293628;2021;False;False;False;False
health risk;other;2-s2.0-85101641972;2021;False;True;True;True
health risk;other;2-s2.0-85110898464;2021;False;True;True;True
health risk;other;2-s2.0-85102234376;2021;False;True;True;True
health risk;other;2-s2.0-85107583872;2021;False;True;True;True
health risk;other;2-s2.0-85124783618;2021;False;True;True;True
health risk;other;2-s2.0-85115352713;2021;False;False;False;True
health risk;other;2-s2.0-85111379815;2021;False;True;False;False
health risk;other;2-s2.0-85125014316;2021;False;True;False;False
health risk;other;2-s2.0-85127059921;2021;False;False;False;False
health risk;other;2-s2.0-85126683291;2021;False;False;False;False
health risk;other;2-s2.0-85125351148;2021;False;False;False;False
health risk;other;2-s2.0-85119098158;2021;False;False;False;False
health risk;other;2-s2.0-85125362659;2021;False;False;False;False
health risk;other;2-s2.0-85132400508;2022;False;True;False;True
health risk;other;2-s2.0-85124202762;2022;False;False;True;True
health risk;other;2-s2.0-85115992206;2022;False;True;True;True
health risk;other;2-s2.0-85128207119;2022;False;False;False;True
health risk;other;2-s2.0-85129508005;2022;False;True;True;True
health risk;other;2-s2.0-85136248161;2022;False;False;True;False
health risk;other;2-s2.0-85129547549;2022;False;True;False;True
health risk;other;2-s2.0-85124412586;2022;False;True;False;True
health risk;other;2-s2.0-85137557241;2022;False;True;False;False
health risk;other;2-s2.0-85135343472;2022;False;True;False;False
health risk;other;2-s2.0-85132150131;2022;False;True;True;False
health risk;other;2-s2.0-85129380174;2022;False;True;False;False
health risk;other;2-s2.0-85124649771;2022;False;True;True;True
health risk;other;2-s2.0-85124070292;2022;False;True;True;True
health risk;other;2-s2.0-85062297851;2019;True;True;False;True
health risk;other;2-s2.0-85070639552;2019;True;False;True;False
health risk;other;2-s2.0-85060907020;2018;False;True;True;False
health risk;other;2-s2.0-85045960044;2018;False;False;False;False
health risk;other;2-s2.0-85015767803;2017;False;True;False;False
health risk;other;2-s2.0-85058408695;2018;False;False;False;False
health risk;other;2-s2.0-85083385323;2019;False;True;False;False
health risk;other;2-s2.0-85071686274;2019;False;True;False;False
health risk;other;2-s2.0-85090865711;2019;False;False;False;False
health risk;other;2-s2.0-85084651875;2019;False;False;False;False
health risk;other;2-s2.0-85088201012;2018;False;False;False;False
Alzheimer's disease;medicine;2-s2.0-85083381752;2020;True;True;False;True
Alzheimer's disease;medicine;2-s2.0-85092710449;2021;True;True;False;True
Alzheimer's disease;medicine;2-s2.0-85115679934;2021;False;False;False;False
Alzheimer's disease;medicine;2-s2.0-85111138156;2021;False;True;False;False
Alzheimer's disease;medicine;2-s2.0-85087653691;2020;True;True;False;True
Alzheimer's disease;medicine;2-s2.0-85082187809;2020;True;True;True;True
Alzheimer's disease;medicine;2-s2.0-85079159036;2020;True;True;True;True
Alzheimer's disease;medicine;2-s2.0-85083577693;2020;False;True;False;False
Alzheimer's disease;medicine;2-s2.0-85100118850;2021;True;True;True;True
Alzheimer's disease;medicine;2-s2.0-85104989944;2021;True;False;True;False
Alzheimer's disease;medicine;2-s2.0-85107985410;2021;True;False;True;True
Alzheimer's disease;medicine;2-s2.0-85105195945;2021;False;True;True;True
Alzheimer's disease;medicine;2-s2.0-85111222113;2021;False;True;True;True
Alzheimer's disease;medicine;2-s2.0-85116657921;2021;False;True;True;True
Alzheimer's disease;medicine;2-s2.0-85090041750;2021;False;True;False;False
Alzheimer's disease;medicine;2-s2.0-85113196844;2021;False;True;False;False
Alzheimer's disease;medicine;2-s2.0-85115798421;2021;False;False;True;True
Alzheimer's disease;medicine;2-s2.0-85102086719;2021;False;False;False;True
Alzheimer's disease;medicine;2-s2.0-85101257969;2021;False;True;True;True
Alzheimer's disease;medicine;2-s2.0-85125005186;2022;False;False;True;True
Alzheimer's disease;medicine;2-s2.0-85123963543;2022;False;False;True;True
Alzheimer's disease;medicine;2-s2.0-85126389254;2022;False;False;False;False
Alzheimer's disease;medicine;2-s2.0-85129460752;2022;False;False;True;False
Alzheimer's disease;medicine;2-s2.0-85137694006;2022;False;True;False;True
Alzheimer's disease;medicine;2-s2.0-85132935111;2022;False;True;True;True
Alzheimer's disease;medicine;2-s2.0-85136711635;2022;False;False;True;True
Alzheimer's disease;medicine;2-s2.0-85136113249;2022;False;False;True;True
Alzheimer's disease;medicine;2-s2.0-85061909070;2019;True;False;True;False
Alzheimer's disease;medicine;2-s2.0-84994709944;2017;True;True;True;True
Alzheimer's disease;medicine;2-s2.0-85068487040;2019;True;True;True;False
Alzheimer's disease;medicine;2-s2.0-85021804754;2017;True;True;False;False
Alzheimer's disease;medicine;2-s2.0-84920573084;2014;True;False;True;False
Alzheimer's disease;medicine;2-s2.0-85074232955;2019;True;True;True;True
Alzheimer's disease;medicine;2-s2.0-85071005129;2019;True;True;False;True
Alzheimer's disease;medicine;2-s2.0-85077239531;2019;False;True;True;True
Alzheimer's disease;medicine;2-s2.0-85021124456;2017;False;True;False;True
Alzheimer's disease;medicine;2-s2.0-85056652939;2018;False;True;False;False
Alzheimer's disease;medicine;2-s2.0-85061903933;2019;False;True;False;False
pneumonia;medicine;2-s2.0-85101867177;2020;True;True;True;True
segmentation;computer science;2-s2.0-85078315682;2020;True;False;True;True
segmentation;computer science;2-s2.0-85077871944;2020;True;True;True;True
pneumonia;medicine;2-s2.0-85077902025;2020;True;False;True;True
health care;other;2-s2.0-85082776918;2020;True;True;True;True
data analysis;computer science;2-s2.0-85083330872;2020;True;True;True;True
biomedical engineering;engineering;2-s2.0-85084721758;2020;True;False;False;False
pneumonia;medicine;2-s2.0-85097508732;2020;True;True;True;True
health care;other;2-s2.0-85104236031;2020;True;True;True;True
health care;other;2-s2.0-85083899859;2020;True;True;True;True
pneumonia;medicine;2-s2.0-85105698875;2020;True;True;True;True
pneumonia;medicine;2-s2.0-85097952549;2020;True;True;True;False
pneumonia;medicine;2-s2.0-85092530732;2020;True;True;False;False
health care;other;2-s2.0-85077562549;2020;False;True;True;True
health care;other;2-s2.0-85086892391;2020;False;True;False;False
segmentation;computer science;2-s2.0-85089159312;2020;False;True;False;False
segmentation;computer science;2-s2.0-85099002893;2020;False;False;True;True
health care;other;2-s2.0-85088749681;2020;False;True;True;False
segmentation;computer science;2-s2.0-85096584229;2020;False;True;False;False
health care;other;2-s2.0-85086371518;2020;False;True;False;True
biomedical informatics;computer science;2-s2.0-85086371518;2020;False;True;False;True
pneumonia;medicine;2-s2.0-85123042377;2020;False;True;False;False
health care;other;2-s2.0-85093696888;2020;False;True;True;True
biomedical informatics;computer science;2-s2.0-85087788972;2020;False;True;True;False
health care;other;2-s2.0-85105546525;2021;True;True;True;True
health care;other;2-s2.0-85106882130;2021;False;True;False;True
segmentation;computer science;2-s2.0-85118580150;2021;False;True;True;True
pneumonia;medicine;2-s2.0-85118551478;2021;False;False;True;True
pneumonia;medicine;2-s2.0-85114228730;2021;False;False;True;True
health care;other;2-s2.0-85102202916;2021;False;True;False;True
health care;other;2-s2.0-85089505485;2021;False;True;False;True
segmentation;computer science;2-s2.0-85106041394;2021;False;True;True;True
biomedical informatics;computer science;2-s2.0-85122232092;2021;False;True;True;True
pneumonia;medicine;2-s2.0-85103818541;2021;False;True;False;False
pneumonia;medicine;2-s2.0-85103456869;2021;False;True;False;False
health care;other;2-s2.0-85127981220;2021;False;True;False;False
biomedical informatics;computer science;2-s2.0-85110934964;2021;False;False;True;True
pneumonia;medicine;2-s2.0-85125313224;2021;False;True;False;False
pneumonia;medicine;2-s2.0-85124670671;2021;False;True;False;False
segmentation;computer science;2-s2.0-85119483532;2021;False;True;False;True
health care;other;2-s2.0-85104873379;2021;False;True;False;False
health care;other;2-s2.0-85102622656;2021;False;True;False;False
health care;other;2-s2.0-85125295541;2022;False;True;True;True
health care;other;2-s2.0-85120773204;2022;False;True;False;True
segmentation;computer science;2-s2.0-85128524655;2022;False;True;True;True
biomedical informatics;computer science;2-s2.0-85127864792;2022;False;True;False;False
health care;other;2-s2.0-85127852770;2022;False;False;False;False
health care;other;2-s2.0-85126373210;2022;False;True;False;False
segmentation;computer science;2-s2.0-85123905492;2022;False;True;False;True
pneumonia;medicine;2-s2.0-85116104484;2022;False;True;True;True
health care;other;2-s2.0-85101803314;2022;False;True;False;True
pneumonia;medicine;2-s2.0-85132747569;2022;False;True;True;True
segmentation;computer science;2-s2.0-85128076150;2022;False;True;False;True
health care;other;2-s2.0-85137373954;2022;False;True;True;True
segmentation;computer science;2-s2.0-85111420869;2022;False;False;False;True
health care;other;2-s2.0-85131563626;2022;False;False;True;False
pneumonia;medicine;2-s2.0-85137756075;2022;False;False;True;True
segmentation;computer science;2-s2.0-85137439386;2022;False;False;False;True
hospital;other;2-s2.0-85135774800;2022;False;False;False;False
segmentation;computer science;2-s2.0-85134584927;2022;False;False;False;True
health care;other;2-s2.0-85132907492;2022;False;False;False;True
segmentation;computer science;2-s2.0-85127969108;2022;False;True;False;False
health care;other;2-s2.0-85127924249;2022;False;False;False;False
biomedical informatics;computer science;2-s2.0-85126193052;2022;False;True;False;False
biomedical informatics;computer science;2-s2.0-85115151050;2022;False;True;False;False
biomedical informatics;computer science;2-s2.0-84899008824;2014;True;True;False;True
machine learning method;computer science;2-s2.0-85023752899;2018;True;True;False;True
health care;other;2-s2.0-85075625870;2019;True;True;True;True
biomedical informatics;computer science;2-s2.0-85045406126;2017;True;False;True;True
health care;other;2-s2.0-85074211102;2019;True;True;True;True
pneumonia;medicine;2-s2.0-85033789732;2017;True;False;True;True
biomedical informatics;computer science;2-s2.0-77953167385;2010;False;True;False;False
biomedical informatics;computer science;2-s2.0-85027036396;2017;False;True;True;True
segmentation;computer science;2-s2.0-85077800411;2019;False;True;False;False
biomedical informatics;computer science;2-s2.0-84953234240;2015;False;True;True;False
pneumonia;medicine;2-s2.0-85021857949;2017;False;False;True;True
segmentation;computer science;2-s2.0-85046673870;2017;False;True;False;False
biomedical informatics;computer science;2-s2.0-84931082397;2015;False;True;True;False
biomedical informatics;computer science;2-s2.0-85071276708;2019;False;True;False;True
health care;other;2-s2.0-85111308752;2018;False;True;True;False
biomedical informatics;computer science;2-s2.0-77953150514;2010;False;True;False;False
network security;computer science;2-s2.0-85097512478;2020;True;True;False;False
e-learning;education;2-s2.0-85093947069;2020;True;True;True;True
human tissue;biology;2-s2.0-85092730095;2020;True;False;True;True
network security;computer science;2-s2.0-85086984865;2020;True;True;True;False
problem;other;2-s2.0-85084813587;2020;True;True;True;True
data analysis;computer science;2-s2.0-85086881765;2020;True;False;True;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85086461190;2020;True;False;False;True
network security;computer science;2-s2.0-85086996375;2020;True;True;True;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85079874238;2020;True;True;False;True
use;other;2-s2.0-85086239075;2020;True;True;True;False
root-mean-square deviation;mathematics and statistics;2-s2.0-85088321939;2020;True;True;True;True
e-learning;education;2-s2.0-85090411196;2020;True;True;True;True
hospital;other;2-s2.0-85078483384;2020;True;True;False;True
network security;computer science;2-s2.0-85078483384;2020;True;True;False;True
network security;computer science;2-s2.0-85083330872;2020;True;True;True;True
data analysis;computer science;2-s2.0-85085909628;2020;True;False;True;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85091213249;2020;True;False;True;True
data analysis;computer science;2-s2.0-85097508732;2020;True;True;True;True
problem;other;2-s2.0-85081135693;2020;True;True;True;True
data analysis;computer science;2-s2.0-85086706974;2020;True;False;True;True
data analysis;computer science;2-s2.0-85083631768;2020;True;True;True;True
biomedical engineering;engineering;2-s2.0-85078844151;2020;True;False;False;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85078844151;2020;True;False;False;True
problem;other;2-s2.0-85080913192;2020;True;True;False;True
e-learning;education;2-s2.0-85087967317;2020;True;True;False;False
electrophysiology;medicine;2-s2.0-85078510517;2020;True;True;False;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85102847950;2020;True;True;True;True
e-learning;education;2-s2.0-85085739484;2020;True;True;True;False
India;demography;2-s2.0-85096456805;2020;True;False;True;True
data analysis;computer science;2-s2.0-85093911498;2020;True;False;True;True
India;demography;2-s2.0-85083907335;2020;True;False;True;True
e-learning;education;2-s2.0-85090287534;2020;True;False;True;True
electrophysiology;medicine;2-s2.0-85089200623;2020;True;False;False;True
pneumonia;medicine;2-s2.0-85091805474;2020;False;True;True;True
use;other;2-s2.0-85093645755;2020;False;True;False;False
human tissue;biology;2-s2.0-85082972566;2020;False;True;True;True
human tissue;biology;2-s2.0-85075446441;2020;False;True;False;True
use;other;2-s2.0-85088400826;2020;False;True;False;True
problem;other;2-s2.0-85090888510;2020;False;True;True;False
network security;computer science;2-s2.0-85093679871;2020;False;True;False;False
e-learning;education;2-s2.0-85096615126;2020;False;False;False;True
data analysis;computer science;2-s2.0-85087880099;2020;False;True;False;True
India;demography;2-s2.0-85079359493;2020;False;False;True;True
biomedical informatics;computer science;2-s2.0-85090424299;2020;False;True;False;True
hospital;other;2-s2.0-85087783627;2020;False;True;True;False
network security;computer science;2-s2.0-85087783627;2020;False;True;True;False
use;other;2-s2.0-85081945699;2020;False;True;True;True
e-learning;education;2-s2.0-85089968637;2020;False;False;False;False
e-learning;education;2-s2.0-85091950027;2020;False;True;True;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85083292036;2020;False;True;False;True
problem;other;2-s2.0-85085489496;2020;False;True;False;False
electrophysiology;medicine;2-s2.0-85083503887;2020;False;True;False;False
artificial neural network;computer science;2-s2.0-85096767535;2020;False;True;False;True
network security;computer science;2-s2.0-85088210210;2020;False;True;False;False
electrophysiology;medicine;2-s2.0-85100491535;2020;False;True;False;False
human tissue;biology;2-s2.0-85098229521;2020;False;False;True;True
India;demography;2-s2.0-85097121515;2020;False;False;True;True
pharmacology;medicine;2-s2.0-85089467555;2020;False;False;False;False
electrophysiology;medicine;2-s2.0-85103005861;2020;False;True;False;False
human tissue;biology;2-s2.0-85087456339;2020;False;True;False;True
problem;other;2-s2.0-85097556029;2020;False;False;False;False
root-mean-square deviation;mathematics and statistics;2-s2.0-85096577666;2020;False;True;False;True
problem;other;2-s2.0-85092914104;2020;False;True;False;False
biomedical informatics;computer science;2-s2.0-85090915183;2020;False;False;False;False
electrophysiology;medicine;2-s2.0-85086891372;2020;False;True;False;True
biomedical engineering;engineering;2-s2.0-85083704813;2020;False;False;False;False
biomedical informatics;computer science;2-s2.0-85083704813;2020;False;False;False;False
problem;other;2-s2.0-85080886096;2020;False;True;False;False
root-mean-square deviation;mathematics and statistics;2-s2.0-85077782766;2020;False;False;False;False
problem;other;2-s2.0-85105458487;2020;False;False;False;False
problem;other;2-s2.0-85116337262;2020;False;False;False;False
artificial neural network;computer science;2-s2.0-85115448703;2020;False;True;False;False
e-learning;education;2-s2.0-85101118651;2020;False;False;False;False
network security;computer science;2-s2.0-85136031940;2020;False;False;True;True
use;other;2-s2.0-85123040081;2020;False;True;False;False
problem;other;2-s2.0-85093870694;2020;False;True;False;True
human tissue;biology;2-s2.0-85088906161;2020;False;False;True;True
electrophysiology;medicine;2-s2.0-85091027374;2020;False;True;False;False
problem;other;2-s2.0-85085177348;2020;False;True;False;False
hospital;other;2-s2.0-85092641137;2020;False;False;False;False
use;other;2-s2.0-85090904434;2020;False;False;False;False
biomedical informatics;computer science;2-s2.0-85090904434;2020;False;False;False;False
use;other;2-s2.0-85090888141;2020;False;False;False;False
biomedical informatics;computer science;2-s2.0-85090888141;2020;False;False;False;False
network security;computer science;2-s2.0-85104602921;2021;True;True;False;True
India;demography;2-s2.0-85105287286;2021;True;True;True;False
root-mean-square deviation;mathematics and statistics;2-s2.0-85111578483;2021;True;True;True;True
human tissue;biology;2-s2.0-85089025736;2021;True;False;True;True
problem;other;2-s2.0-85100643423;2021;True;True;False;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85111501702;2021;True;True;True;True
data analysis;computer science;2-s2.0-85097641343;2021;True;False;False;True
human tissue;biology;2-s2.0-85118568638;2021;True;False;True;True
human tissue;biology;2-s2.0-85103323751;2021;True;True;True;True
network security;computer science;2-s2.0-85115650136;2021;True;True;False;True
data analysis;computer science;2-s2.0-85098847388;2021;True;True;True;True
use;other;2-s2.0-85122850011;2021;True;True;True;True
electrophysiology;medicine;2-s2.0-85095858393;2021;True;True;False;True
network security;computer science;2-s2.0-85117499443;2021;True;True;True;True
data analysis;computer science;2-s2.0-85106657578;2021;True;True;True;True
hospital;other;2-s2.0-85100264670;2021;False;True;True;True
human tissue;biology;2-s2.0-85113691142;2021;False;True;True;True
human tissue;biology;2-s2.0-85108386879;2021;False;False;False;True
data analysis;computer science;2-s2.0-85103396248;2021;False;True;True;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85090316629;2021;False;True;False;True
hospital;other;2-s2.0-85104822788;2021;False;True;True;True
use;other;2-s2.0-85104822788;2021;False;True;True;True
network security;computer science;2-s2.0-85121845062;2021;False;False;True;True
data analysis;computer science;2-s2.0-85102990132;2021;False;False;False;False
root-mean-square deviation;mathematics and statistics;2-s2.0-85109425471;2021;False;True;True;True
electrophysiology;medicine;2-s2.0-85106858928;2021;False;True;False;True
biomedical engineering;engineering;2-s2.0-85103814996;2021;False;False;False;False
biomedical informatics;computer science;2-s2.0-85103814996;2021;False;False;False;False
network security;computer science;2-s2.0-85098757783;2021;False;True;True;True
human tissue;biology;2-s2.0-85119931744;2021;False;False;True;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85111222113;2021;False;True;True;True
electrophysiology;medicine;2-s2.0-85101203434;2021;False;True;False;True
hospital;other;2-s2.0-85097708020;2021;False;False;False;True
human tissue;biology;2-s2.0-85102199442;2021;False;True;True;True
e-learning;education;2-s2.0-85104563227;2021;False;True;True;True
network security;computer science;2-s2.0-85105041185;2021;False;True;False;False
root-mean-square deviation;mathematics and statistics;2-s2.0-85102234376;2021;False;True;True;True
data analysis;computer science;2-s2.0-85117120322;2021;False;True;False;True
artificial neural network;computer science;2-s2.0-85106305327;2021;False;True;False;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85116627586;2021;False;True;False;False
human tissue;biology;2-s2.0-85107949180;2021;False;True;False;True
e-learning;education;2-s2.0-85101798499;2021;False;True;False;True
e-learning;education;2-s2.0-85107152536;2021;False;False;False;False
use;other;2-s2.0-85107152536;2021;False;False;False;False
data analysis;computer science;2-s2.0-85120450423;2021;False;False;True;True
e-learning;education;2-s2.0-85117257996;2021;False;True;True;False
hospital;other;2-s2.0-85117257996;2021;False;True;True;False
problem;other;2-s2.0-85117257996;2021;False;True;True;False
data analysis;computer science;2-s2.0-85116657921;2021;False;True;True;True
use;other;2-s2.0-85112864588;2021;False;False;True;False
human tissue;biology;2-s2.0-85116055859;2021;False;False;True;True
human tissue;biology;2-s2.0-85114998703;2021;False;False;False;True
India;demography;2-s2.0-85116078472;2021;False;False;True;True
data analysis;computer science;2-s2.0-85111151275;2021;False;False;True;False
artificial neural network;computer science;2-s2.0-85124651655;2021;False;False;False;False
use;other;2-s2.0-85122379675;2021;False;False;True;True
hospital;other;2-s2.0-85116901747;2021;False;True;True;True
pattern recognition;computer science;2-s2.0-85115100248;2021;False;False;True;True
electrophysiology;medicine;2-s2.0-85109250998;2021;False;True;False;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85115352713;2021;False;False;False;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85108960221;2021;False;False;True;True
hospital;other;2-s2.0-85089505485;2021;False;True;False;True
human tissue;biology;2-s2.0-85117169525;2021;False;False;True;True
segmentation;computer science;2-s2.0-85117127358;2021;False;True;True;True
electrophysiology;medicine;2-s2.0-85114700275;2021;False;True;False;True
human tissue;biology;2-s2.0-85108693929;2021;False;False;True;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85112579346;2021;False;True;False;False
problem;other;2-s2.0-85112579346;2021;False;True;False;False
human tissue;biology;2-s2.0-85105591754;2021;False;True;False;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85107192022;2021;False;True;False;False
hospital;other;2-s2.0-85125455752;2021;False;False;False;False
electrophysiology;medicine;2-s2.0-85123480267;2021;False;True;False;False
hospital;other;2-s2.0-85120854184;2021;False;False;True;False
data analysis;computer science;2-s2.0-85120854184;2021;False;False;True;False
electrophysiology;medicine;2-s2.0-85120681150;2021;False;True;True;False
electrophysiology;medicine;2-s2.0-85119017397;2021;False;True;True;True
data analysis;computer science;2-s2.0-85119010716;2021;False;False;True;True
data analysis;computer science;2-s2.0-85118642732;2021;False;False;True;True
data analysis;computer science;2-s2.0-85118392112;2021;False;False;True;True
pattern recognition;computer science;2-s2.0-85118392112;2021;False;False;True;True
artificial neural network;computer science;2-s2.0-85109174066;2021;False;True;True;True
e-learning;education;2-s2.0-85106683723;2021;False;True;False;True
biomedical engineering;engineering;2-s2.0-85103830373;2021;False;True;False;False
biomedical informatics;computer science;2-s2.0-85103830373;2021;False;True;False;False
biomedical engineering;engineering;2-s2.0-85103818541;2021;False;True;False;False
biomedical informatics;computer science;2-s2.0-85103818541;2021;False;True;False;False
electrophysiology;medicine;2-s2.0-85133798976;2021;False;False;True;False
problem;other;2-s2.0-85118797051;2021;False;True;False;True
data analysis;computer science;2-s2.0-85096446079;2021;False;True;False;False
hospital;other;2-s2.0-85114602151;2021;False;True;True;False
artificial neural network;computer science;2-s2.0-85123749642;2021;False;False;False;False
use;other;2-s2.0-85114412381;2021;False;True;True;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85113461062;2021;False;True;False;False
data analysis;computer science;2-s2.0-85111444752;2021;False;False;True;False
problem;other;2-s2.0-85111912053;2021;False;False;True;False
hospital;other;2-s2.0-85118943646;2021;False;False;False;False
network security;computer science;2-s2.0-85120874124;2021;False;True;False;False
biomedical engineering;engineering;2-s2.0-85077143474;2021;False;True;True;True
e-learning;education;2-s2.0-85135380377;2021;False;True;False;False
network security;computer science;2-s2.0-85126878184;2021;False;False;False;False
use;other;2-s2.0-85126861756;2021;False;True;False;False
electrophysiology;medicine;2-s2.0-85125964751;2021;False;True;False;False
artificial neural network;computer science;2-s2.0-85125672118;2021;False;True;False;False
root-mean-square deviation;mathematics and statistics;2-s2.0-85125363693;2021;False;False;False;False
e-learning;education;2-s2.0-85125357530;2021;False;True;False;False
hospital;other;2-s2.0-85125357530;2021;False;True;False;False
hospital;other;2-s2.0-85125110979;2021;False;True;False;False
root-mean-square deviation;mathematics and statistics;2-s2.0-85124136876;2021;False;True;False;False
hospital;other;2-s2.0-85123505158;2021;False;True;False;False
root-mean-square deviation;mathematics and statistics;2-s2.0-85122565237;2021;False;True;True;True
network security;computer science;2-s2.0-85121903981;2021;False;False;False;False
e-learning;education;2-s2.0-85121243597;2021;False;True;True;True
data analysis;computer science;2-s2.0-85120859179;2021;False;True;True;True
hospital;other;2-s2.0-85118778984;2021;False;True;True;True
problem;other;2-s2.0-85118778984;2021;False;True;True;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85118546270;2021;False;False;False;True
biomedical engineering;engineering;2-s2.0-85113247226;2021;False;True;False;True
use;other;2-s2.0-85113247226;2021;False;True;False;True
biomedical engineering;engineering;2-s2.0-85107268637;2021;False;True;False;False
root-mean-square deviation;mathematics and statistics;2-s2.0-85107268637;2021;False;True;False;False
problem;other;2-s2.0-85104149939;2021;False;True;False;False
biomedical engineering;engineering;2-s2.0-85103454118;2021;False;True;False;False
biomedical engineering;engineering;2-s2.0-85103453775;2021;False;True;False;False
hospital;other;2-s2.0-85103453132;2021;False;True;False;False
electrophysiology;medicine;2-s2.0-85103435829;2021;False;True;False;False
problem;other;2-s2.0-85091524369;2021;False;True;False;False
data analysis;computer science;2-s2.0-85123745975;2022;True;False;True;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85114129743;2022;True;True;True;True
artificial neural network;computer science;2-s2.0-85114129743;2022;True;True;True;True
network security;computer science;2-s2.0-85125323087;2022;True;True;True;True
network security;computer science;2-s2.0-85098778059;2022;False;True;False;True
e-learning;education;2-s2.0-85118706612;2022;False;True;True;True
network security;computer science;2-s2.0-85122392487;2022;False;True;True;True
e-learning;education;2-s2.0-85114173987;2022;False;True;True;True
India;demography;2-s2.0-85124057208;2022;False;False;True;True
electrophysiology;medicine;2-s2.0-85121653783;2022;False;True;True;True
artificial neural network;computer science;2-s2.0-85124731877;2022;False;False;False;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85118648890;2022;False;True;True;True
network security;computer science;2-s2.0-85128653994;2022;False;False;True;True
human tissue;biology;2-s2.0-85126398090;2022;False;False;True;False
human tissue;biology;2-s2.0-85114454344;2022;False;True;False;True
root-mean-square deviation;mathematics and statistics;2-s2.0-85132400508;2022;False;True;False;True
electrophysiology;medicine;2-s2.0-85109634022;2022;False;True;False;True
human tissue;biology;2-s2.0-85126561351;2022;False;True;True;True
human tissue;biology;2-s2.0-85118444125;2022;False;False;True;True
network security;computer science;2-s2.0-85124662376;2022;False;False;False;False
network security;computer science;2-s2.0-85127113870;2022;False;False;True;True
e-learning;education;2-s2.0-85126845197;2022;False;True;True;True
e-learning;education;2-s2.0-85125476888;2022;False;True;True;True
