Title;EID;DOI;DocumentType;Year;Disease;Category
Machine Learning-Based Automated Diagnostic Systems Developed for Heart Failure Prediction Using Different Types of Data Modalities: A Systematic Review and Future Directions;2-s2.0-85124596022;10.1155/2022/9288452;Review;2022;heart disease;cardiology
A hybrid approach to medical decision-making: diagnosis of heart disease with machine-learning model;2-s2.0-85122824658;10.11591/ijece.v12i2.pp1831-1838;Article;2022;heart disease;cardiology
Sepsis prediction in intensive care unit based on genetic feature optimization and stacked deep ensemble learning;2-s2.0-85119334273;10.1007/s00521-021-06631-1;Article;2022;sepsis;infectious diseases
AI-Based Pipeline for Classifying Pediatric Medulloblastoma Using Histopathological and Textural Images;2-s2.0-85124483269;10.3390/life12020232;Article;2022;brain tumors;neurosurgery
AI-Based Pipeline for Classifying Pediatric Medulloblastoma Using Histopathological and Textural Images;2-s2.0-85124483269;10.3390/life12020232;Article;2022;brain tumor;neurosurgery
AI-Based Pipeline for Classifying Pediatric Medulloblastoma Using Histopathological and Textural Images;2-s2.0-85124483269;10.3390/life12020232;Article;2022;metastasis;oncology
AI-Based Pipeline for Classifying Pediatric Medulloblastoma Using Histopathological and Textural Images;2-s2.0-85124483269;10.3390/life12020232;Article;2022;malignant brain tumor;neurology
Fineâ€Tuning Fuzzy KNN Classifier Based on Uncertainty Membership for the Medical Diagnosis of Diabetes;2-s2.0-85122985751;10.3390/app12030950;Article;2022;metabolic disease;endocrinology
A hybrid deep CNN-Cov-19-Res-Net Transfer learning architype for an enhanced Brain tumor Detection and Classification scheme in medical image processing;2-s2.0-85126570954;10.1016/j.bspc.2022.103631;Article;2022;brain tumor;neurosurgery
BrainGAN: Brain MRI Image Generation and Classification Framework Using GAN Architectures and CNN Models;2-s2.0-85131330881;10.3390/s22114297;Article;2022;brain tumors;neurosurgery
BrainGAN: Brain MRI Image Generation and Classification Framework Using GAN Architectures and CNN Models;2-s2.0-85131330881;10.3390/s22114297;Article;2022;brain tumor;neurosurgery
A hybrid GA and PSO optimized approach for heart-disease prediction based on random forest;2-s2.0-85125725771;10.1007/s11042-022-12425-x;Article;2022;heart diseases;cardiology
A hybrid GA and PSO optimized approach for heart-disease prediction based on random forest;2-s2.0-85125725771;10.1007/s11042-022-12425-x;Article;2022;heart disease;cardiology
Design of a secured telehealth system based on multiple biosignals diagnosis and classification for IoT application;2-s2.0-85109634022;10.1111/exsy.12765;Article;2022;cardiac arrhythmia;rhythmology
Design of a secured telehealth system based on multiple biosignals diagnosis and classification for IoT application;2-s2.0-85109634022;10.1111/exsy.12765;Article;2022;Arrhythmia;rhythmology
Design of a secured telehealth system based on multiple biosignals diagnosis and classification for IoT application;2-s2.0-85109634022;10.1111/exsy.12765;Article;2022;arrhythmia;rhythmology
Design of a secured telehealth system based on multiple biosignals diagnosis and classification for IoT application;2-s2.0-85109634022;10.1111/exsy.12765;Article;2022;CARDIAC ARRHYTHMIA;rhythmology
Brain Tumor Auto-Segmentation on Multimodal Imaging Modalities Using Deep Neural Network;2-s2.0-85128628998;10.32604/cmc.2022.025977;Article;2022;brain tumors;neurosurgery
Brain Tumor Auto-Segmentation on Multimodal Imaging Modalities Using Deep Neural Network;2-s2.0-85128628998;10.32604/cmc.2022.025977;Article;2022;brain tumor;neurosurgery
A Torn ACL Mapping in Knee MRI Images Using Deep Convolution Neural Network with Inception-v3;2-s2.0-85124774718;10.1155/2022/7872500;Article;2022;ACL injury;orthopedics
A Torn ACL Mapping in Knee MRI Images Using Deep Convolution Neural Network with Inception-v3;2-s2.0-85124774718;10.1155/2022/7872500;Article;2022;ACL tear;orthopedics
A Torn ACL Mapping in Knee MRI Images Using Deep Convolution Neural Network with Inception-v3;2-s2.0-85124774718;10.1155/2022/7872500;Article;2022;torn ACL;orthopedics
Fusion-Based Deep Learning with Nature-Inspired Algorithm for Intracerebral Haemorrhage Diagnosis;2-s2.0-85123817188;10.1155/2022/4409336;Article;2022;cerebral haemorrhage;neurosurgery
Fusion-Based Deep Learning with Nature-Inspired Algorithm for Intracerebral Haemorrhage Diagnosis;2-s2.0-85123817188;10.1155/2022/4409336;Article;2022;intracerebral haemorrhage;neurosurgery
A Hybrid Machine-Learning Model Based on Global and Local Learner Algorithms for Diabetes Mellitus Prediction;2-s2.0-85123316564;10.4028/www.scientific.net/JBBBE.54.65;Article;2022;brain tumor;neurosurgery
White matter microstructure differences in individuals with dependence on cocaine, methamphetamine, and nicotine: Findings from the ENIGMA-Addiction working group;2-s2.0-85120378146;10.1016/j.drugalcdep.2021.109185;Article;2022;nicotine dependence;medical toxicology
Integrating central nervous system metagenomics and host response for diagnosis of tuberculosis meningitis and its mimics;2-s2.0-85127301139;10.1038/s41467-022-29353-x;Article;2022;meningitis;infectious diseases
Integrating central nervous system metagenomics and host response for diagnosis of tuberculosis meningitis and its mimics;2-s2.0-85127301139;10.1038/s41467-022-29353-x;Article;2022;Meningitis;infectious diseases
Interventional neurorehabilitation for promoting functional recovery post-craniotomy: a proof-of-concept;2-s2.0-85125214165;10.1038/s41598-022-06766-8;Article;2022;seizure;epileptology
Explainability of deep neural networks for MRI analysis of brain tumors;2-s2.0-85128741467;10.1007/s11548-022-02619-x;Article;2022;brain tumors;neurosurgery
Explainability of deep neural networks for MRI analysis of brain tumors;2-s2.0-85128741467;10.1007/s11548-022-02619-x;Article;2022;brain tumor;neurosurgery
ONTOLOGY-BASED DECISION TREE MODEL FOR PREDICTION OF CARDIOVASCULAR DISEASE;2-s2.0-85132901885;10.21817/indjcse/2022/v13i3/221303143;Article;2022;cardiac disease;cardiology
ONTOLOGY-BASED DECISION TREE MODEL FOR PREDICTION OF CARDIOVASCULAR DISEASE;2-s2.0-85132901885;10.21817/indjcse/2022/v13i3/221303143;Article;2022;heart disease;cardiology
Performance Evaluation of Deep Learning Models on Mammogram Classification Using Small Dataset;2-s2.0-85128780039;10.3390/bioengineering9040161;Article;2022;metastasis;oncology
Intelligent Deep-Learning-Enabled Decision-Making Medical System for Pancreatic Tumor Classification on CT Images;2-s2.0-85128447783;10.3390/healthcare10040677;Article;2022;pancreatic tumor;oncology
Voice disorder classification using speech enhancement and deep learning models;2-s2.0-85126865153;10.1016/j.bbe.2022.03.002;Article;2022;dysarthria;neurology
IoT Based Smart Monitoring of Patientsâ€™ with Acute Heart Failure;2-s2.0-85126797804;10.3390/s22072431;Article;2022;cardiac disease;cardiology
Deep learning-based convolutional neural network for intramodality brain MRI synthesis;2-s2.0-85122964949;10.1002/acm2.13530;Article;2022;brain cancer;oncology
Monitoring the maturation of the sarcomere network: a super-resolution microscopy-based approach;2-s2.0-85125212897;10.1007/s00018-022-04196-3;Article;2022;cardiac disease;cardiology
Data science appositeness in diabetes mellitus diagnosis for healthcare systems of developing nations;2-s2.0-85123469441;10.1049/cmu2.12338;Article;2022;heart diseases;cardiology
Data science appositeness in diabetes mellitus diagnosis for healthcare systems of developing nations;2-s2.0-85123469441;10.1049/cmu2.12338;Article;2022;heart disease;cardiology
The surveillance and prediction of food contamination using intelligent systems: a bibliometric analysis;2-s2.0-85113732138;10.1108/BFJ-04-2021-0366;Review;2022;foodborne disease;medical toxicology
The surveillance and prediction of food contamination using intelligent systems: a bibliometric analysis;2-s2.0-85113732138;10.1108/BFJ-04-2021-0366;Review;2022;foodborne diseases;medical toxicology
A deep learning-based cardio-vascular disease diagnosis system;2-s2.0-85124659476;10.11591/ijeecs.v25.i2.pp963-971;Article;2022;cardiac arrhythmia;rhythmology
A deep learning-based cardio-vascular disease diagnosis system;2-s2.0-85124659476;10.11591/ijeecs.v25.i2.pp963-971;Article;2022;Arrhythmia;rhythmology
A deep learning-based cardio-vascular disease diagnosis system;2-s2.0-85124659476;10.11591/ijeecs.v25.i2.pp963-971;Article;2022;arrhythmia;rhythmology
A deep learning-based cardio-vascular disease diagnosis system;2-s2.0-85124659476;10.11591/ijeecs.v25.i2.pp963-971;Article;2022;CARDIAC ARRHYTHMIA;rhythmology
Deep Learning Models for Predicting Epileptic Seizures Using iEEG Signals;2-s2.0-85124617910;10.3390/electronics11040605;Article;2022;neurological disease;neurology
Deep Learning Models for Predicting Epileptic Seizures Using iEEG Signals;2-s2.0-85124617910;10.3390/electronics11040605;Article;2022;epileptic seizure;epileptology
Deep Learning Models for Predicting Epileptic Seizures Using iEEG Signals;2-s2.0-85124617910;10.3390/electronics11040605;Article;2022;seizure;epileptology
Texture and shape analysis of diffusion-weighted imaging for thyroid nodules classification using machine learning;2-s2.0-85121613900;10.1002/mp.15399;Article;2022;thyroid nodule;endocrinology
Texture and shape analysis of diffusion-weighted imaging for thyroid nodules classification using machine learning;2-s2.0-85121613900;10.1002/mp.15399;Article;2022;Thyroid nodule;endocrinology
Development and multicenter validation of FIB-6: A novel, machine learning, simple bedside score to rule out liver cirrhosis and compensated advanced chronic liver disease in patients with chronic hepatitis C;2-s2.0-85119822395;10.1111/hepr.13729;Article;2022;liver cirrhosis;hepatology
Development and multicenter validation of FIB-6: A novel, machine learning, simple bedside score to rule out liver cirrhosis and compensated advanced chronic liver disease in patients with chronic hepatitis C;2-s2.0-85119822395;10.1111/hepr.13729;Article;2022;cirrhosis;hepatology
Development and multicenter validation of FIB-6: A novel, machine learning, simple bedside score to rule out liver cirrhosis and compensated advanced chronic liver disease in patients with chronic hepatitis C;2-s2.0-85119822395;10.1111/hepr.13729;Article;2022;chronic hepatitis;infectious diseases
Machine Learning: Assisted Cardiovascular Diseases Diagnosis;2-s2.0-85126773623;10.14569/IJACSA.2022.0130216;Article;2022;heart disease;cardiology
Machine Learning: Assisted Cardiovascular Diseases Diagnosis;2-s2.0-85126773623;10.14569/IJACSA.2022.0130216;Article;2022;high blood pressure;family medicine
Deep Transfer Learning Approaches in Performance Analysis of Brain Tumor Classification Using MRI Images;2-s2.0-85126659233;10.1155/2022/3264367;Article;2022;brain tumors;neurosurgery
Deep Transfer Learning Approaches in Performance Analysis of Brain Tumor Classification Using MRI Images;2-s2.0-85126659233;10.1155/2022/3264367;Article;2022;brain tumor;neurosurgery
On the Use of Wavelet Domain and Machine Learning for the Analysis of Epileptic Seizure Detection from EEG Signals;2-s2.0-85125767777;10.1155/2022/8928021;Article;2022;epileptic seizure;epileptology
On the Use of Wavelet Domain and Machine Learning for the Analysis of Epileptic Seizure Detection from EEG Signals;2-s2.0-85125767777;10.1155/2022/8928021;Article;2022;seizure;epileptology
Effective ensemble learning approach for large-scale medical data analytics;2-s2.0-85124553363;10.1007/s13198-021-01552-7;Article;2022;heart disease;cardiology
Assessment of deep learning algorithms to predict histopathological diagnosis of breast cancer: first Moroccan prospective study on a private dataset;2-s2.0-85125020374;10.1186/s13104-022-05936-1;Article;2022;carcinoma;oncology
Multidimensional analysis of the host response reveals prognostic and pathogen-driven immune subtypes among adults with sepsis in Uganda;2-s2.0-85124282769;10.1186/s13054-022-03907-3;Article;2022;hypoxia;medical toxicology
Multidimensional analysis of the host response reveals prognostic and pathogen-driven immune subtypes among adults with sepsis in Uganda;2-s2.0-85124282769;10.1186/s13054-022-03907-3;Article;2022;sepsis;infectious diseases
Machine learning in health condition check-up: An approach using Breiman's random forest algorithm;2-s2.0-85136768769;10.1016/j.measen.2022.100406;Article;2022;hypertension;family medicine
Mobile and wearable sensors for data-driven health monitoring system: State-of-the-art and future prospect;2-s2.0-85129976791;10.1016/j.eswa.2022.117362;Review;2022;cardiac disease;cardiology
Detection of Skin Cancer Based on Skin Lesion Images Using Deep Learning;2-s2.0-85133234633;10.3390/healthcare10071183;Article;2022;basal cell carcinoma;dermatology
Detection of Skin Cancer Based on Skin Lesion Images Using Deep Learning;2-s2.0-85133234633;10.3390/healthcare10071183;Article;2022;carcinoma;oncology
Automating and improving cardiovascular disease prediction using Machine learning and EMR data features from a regional healthcare system;2-s2.0-85129508005;10.1016/j.ijmedinf.2022.104786;Article;2022;atherosclerotic cardiovascular disease;cardiology
Automated ECG multi-class classification system based on combining deep learning features with HRV and ECG measures;2-s2.0-85123849664;10.1007/s00521-022-06889-z;Article;2022;heart disorder;cardiology
Automated ECG multi-class classification system based on combining deep learning features with HRV and ECG measures;2-s2.0-85123849664;10.1007/s00521-022-06889-z;Article;2022;Arrhythmia;rhythmology
Automated ECG multi-class classification system based on combining deep learning features with HRV and ECG measures;2-s2.0-85123849664;10.1007/s00521-022-06889-z;Article;2022;arrhythmia;rhythmology
Automating Pitted Red Blood Cell Counts Using Deep Neural Network Analysis: A New Method for Measuring Splenic Function in Sickle Cell Anaemia;2-s2.0-85128769682;10.3389/fphys.2022.859906;Article;2022;asplenia;medical genetics
A Novel Data Augmentation-Based Brain Tumor Detection Using Convolutional Neural Network;2-s2.0-85128479683;10.3390/app12083773;Article;2022;brain tumors;neurosurgery
A Novel Data Augmentation-Based Brain Tumor Detection Using Convolutional Neural Network;2-s2.0-85128479683;10.3390/app12083773;Article;2022;brain tumor;neurosurgery
The role of adiposity, diet and inflammation on the discordance between LDL-C and apolipoprotein B;2-s2.0-85124189177;10.1016/j.numecd.2021.12.004;Article;2022;atherosclerotic cardiovascular disease;cardiology
Genetic-based adaptive momentum estimation for predicting mortality risk factors for COVID-19 patients using deep learning;2-s2.0-85112359521;10.1002/ima.22644;Article;2022;hypertension;family medicine
Recent Advances in the Rheumatic Fever and Rheumatic Heart Disease Continuum;2-s2.0-85124020402;10.3390/pathogens11020179;Review;2022;heart disease;cardiology
Blended Ensemble Learning Prediction Model for Strengthening Diagnosis and Treatment of Chronic Diabetes Disease;2-s2.0-85134893186;10.1155/2022/4451792;Article;2022;metabolic illness;endocrinology
A Cloud-Based Machine Learning Approach to Reduce Noise in ECG Arrhythmias for Smart Healthcare Services;2-s2.0-85133614763;10.1155/2022/3773883;Article;2022;cardiac disease;cardiology
A Cloud-Based Machine Learning Approach to Reduce Noise in ECG Arrhythmias for Smart Healthcare Services;2-s2.0-85133614763;10.1155/2022/3773883;Article;2022;Arrhythmia;rhythmology
A Cloud-Based Machine Learning Approach to Reduce Noise in ECG Arrhythmias for Smart Healthcare Services;2-s2.0-85133614763;10.1155/2022/3773883;Article;2022;arrhythmia;rhythmology
A Cloud-Based Machine Learning Approach to Reduce Noise in ECG Arrhythmias for Smart Healthcare Services;2-s2.0-85133614763;10.1155/2022/3773883;Article;2022;heart disease;cardiology
Machine Learning KNN Classification An Approach on Detecting Abnormality in Brain Tissues MRI-Graphic User Interface;2-s2.0-85133120817;10.1109/ISPA54004.2022.9786338;Conference Paper;2022;brain tumor;neurosurgery
Detection and classification of gastrointestinal disease using convolutional neural network and SVM;2-s2.0-85131549466;10.1080/23311916.2022.2084878;Article;2022;gastrointestinal disease;gastroenterology
Diabetic foot thermal image segmentation using Double Encoder-ResUnet (DE-ResUnet);2-s2.0-85131377490;10.1080/03091902.2022.2077997;Article;2022;diabetic foot;dermatology
Acquisition and Classification of Lung Sounds for Improving the Efficacy of Auscultation Diagnosis of Pulmonary Diseases;2-s2.0-85130224100;10.2147/MDER.S362407;Article;2022;respiratory tract infection;infectious diseases
Acquisition and Classification of Lung Sounds for Improving the Efficacy of Auscultation Diagnosis of Pulmonary Diseases;2-s2.0-85130224100;10.2147/MDER.S362407;Article;2022;respiratory tract infections;infectious diseases
Acquisition and Classification of Lung Sounds for Improving the Efficacy of Auscultation Diagnosis of Pulmonary Diseases;2-s2.0-85130224100;10.2147/MDER.S362407;Article;2022;upper respiratory tract infection;pulmonology
Smart Cities-Based Improving Atmospheric Particulate Matters Prediction Using Chi-Square Feature Selection Methods by Employing Machine Learning Techniques;2-s2.0-85130133395;10.1080/08839514.2022.2067647;Article;2022;heart disease;cardiology
Deep learning techniques for the fully automated detection and segmentation of brain MRI;2-s2.0-85129418889;10.1109/ICCI54321.2022.9756119;Conference Paper;2022;brain tumor;neurosurgery
Extreme Learning Bat Algorithm in Brain Tumor Classification;2-s2.0-85129091151;10.32604/iasc.2022.024538;Article;2022;brain tumors;neurosurgery
Extreme Learning Bat Algorithm in Brain Tumor Classification;2-s2.0-85129091151;10.32604/iasc.2022.024538;Article;2022;brain tumor;neurosurgery
Effective Feature Selection for Improved Prediction of Heart Disease;2-s2.0-85126989762;10.1007/978-3-030-93314-2_6;Conference Paper;2022;heart disease;cardiology
Analyzing the Patient Behavior for Improving the Medical Treatment Using Smart Healthcare and IoT-Based Deep Belief Network;2-s2.0-85126852529;10.1155/2022/6389069;Article;2022;neurological disease;neurology
End-to-End Deep Learning Model for Corn Leaf Disease Classification;2-s2.0-85126562176;10.1109/ACCESS.2022.3159678;Article;2022;nose disease;otolaryngology
Different Scales of Medical Data Classification Based on Machine Learning Techniques: A Comparative Study;2-s2.0-85124353581;10.3390/app12020919;Article;2022;heart disease;cardiology
Biosensor-Assisted Method for Abdominal Syndrome Classification Using Machine Learning Algorithm;2-s2.0-85124261254;10.1155/2022/4454226;Article;2022;discomfort;podiatry
U-Net: A valuable encoder-decoder architecture for liver tumors segmentation in CT images;2-s2.0-85123905492;10.3233/XST-210993;Article;2022;metastasis;oncology
Employing Machine Learning-Based Predictive Analytical Approaches to Classify Autism Spectrum Disorder Types;2-s2.0-85123749598;10.1155/2022/8134018;Article;2022;neurological disorder;neurology
Design of Optimal Deep Learning-Based Pancreatic Tumor and Nontumor Classification Model Using Computed Tomography Scans;2-s2.0-85123746676;10.1155/2022/2872461;Article;2022;pancreatic tumor;oncology
Clinical Data Analysis for Prediction of Cardiovascular Disease Using Machine Learning Techniques;2-s2.0-85123656684;10.1155/2022/2973324;Article;2022;high blood pressure;family medicine
Automatic Segmentation of Head and Neck (H&N) Primary Tumors in PET and CT Images Using 3D-Inception-ResNet Model;2-s2.0-85123435592;10.1007/978-3-030-98253-9_4;Conference Paper;2022;Head and Neck Tumor;oncology
Metaheuristic Optimization Algorithm for Signals Classification of Electroencephalography Channels;2-s2.0-85122747133;10.32604/cmc.2022.024043;Article;2022;seizure;epileptology
Determinant of Covariance Matrix Model Coupled with AdaBoost Classification Algorithm for EEG Seizure Detection;2-s2.0-85122687167;10.3390/diagnostics12010074;Article;2022;epileptic seizure;epileptology
Determinant of Covariance Matrix Model Coupled with AdaBoost Classification Algorithm for EEG Seizure Detection;2-s2.0-85122687167;10.3390/diagnostics12010074;Article;2022;seizure;epileptology
Deep Learning Models for Magnetic Cardiography Edge Sensors Implementing Noise Processing and Diagnostics;2-s2.0-85122314259;10.1109/ACCESS.2021.3138976;Article;2022;Arrhythmia;rhythmology
Deep Learning Models for Magnetic Cardiography Edge Sensors Implementing Noise Processing and Diagnostics;2-s2.0-85122314259;10.1109/ACCESS.2021.3138976;Article;2022;arrhythmia;rhythmology
Machine learning algorithms for predicting low birth weight in Ethiopia;2-s2.0-85137222401;10.1186/s12911-022-01981-9;Article;2022;heart disease;cardiology
Effects of sample preservation methods and duration of storage on the performance of mid-infrared spectroscopy for predicting the age of malaria vectors;2-s2.0-85135572434;10.1186/s13071-022-05396-3;Article;2022;freezing;emergency medicine
HelicobacterÂ pyloriÂ (H. pylori) risk factor analysis and prevalence prediction: a machine learning-based approach;2-s2.0-85135181317;10.1186/s12879-022-07625-7;Article;2022;Helicobacter pylori;infectious diseases
Data-independent acquisition mass spectrometry in severe rheumatic heart disease (RHD) identifies a proteomic signature showing ongoing inflammation and effectively classifying RHD cases;2-s2.0-85134015074;10.1186/s12014-022-09345-1;Article;2022;heart disease;cardiology
Diabetes emergency cases identification based on a statistical predictive model;2-s2.0-85126197842;10.1186/s40537-022-00582-7;Article;2022;diabetic foot;dermatology
Diabetes emergency cases identification based on a statistical predictive model;2-s2.0-85126197842;10.1186/s40537-022-00582-7;Article;2022;metabolic disease;endocrinology
Manual versus automatic analysis of microglial density and distribution: a comparison in the hippocampus of healthy and lipopolysaccharide-challenged mature male mice;2-s2.0-85135788458;10.1016/j.micron.2022.103334;Article;2022;neurological disease;neurology
Associations between ambient temperature and risk of preterm birth in Sweden: A comparison of analytical approaches;2-s2.0-85132423785;10.1016/j.envres.2022.113586;Article;2022;preterm birth;pediatrics
Efficient deep learning models for brain tumor detection with segmentation and data augmentation techniques;2-s2.0-85134152254;10.1002/cpe.7031;Article;2022;brain tumors;neurosurgery
Efficient deep learning models for brain tumor detection with segmentation and data augmentation techniques;2-s2.0-85134152254;10.1002/cpe.7031;Article;2022;brain tumor;neurosurgery
Efficient deep learning models for brain tumor detection with segmentation and data augmentation techniques;2-s2.0-85134152254;10.1002/cpe.7031;Article;2022;Pituitary Tumor;oncology
Automated Detection of Myocardial Infarction and Heart Conduction Disorders Based on Feature Selection and a Deep Learning Model;2-s2.0-85137572068;10.3390/s22176503;Article;2022;heart block;cardiology
Automated Detection of Myocardial Infarction and Heart Conduction Disorders Based on Feature Selection and a Deep Learning Model;2-s2.0-85137572068;10.3390/s22176503;Article;2022;Arrhythmia;rhythmology
Automated Detection of Myocardial Infarction and Heart Conduction Disorders Based on Feature Selection and a Deep Learning Model;2-s2.0-85137572068;10.3390/s22176503;Article;2022;arrhythmia;rhythmology
An empirical study on machine learning algorithms for heart disease prediction;2-s2.0-85133134615;10.11591/ijai.v11.i3.pp1066-1073;Article;2022;heart disease;cardiology
A multi-variate heart disease optimization and recognition framework;2-s2.0-85129699010;10.1007/s00521-022-07241-1;Article;2022;heart diseases;cardiology
A multi-variate heart disease optimization and recognition framework;2-s2.0-85129699010;10.1007/s00521-022-07241-1;Article;2022;heart disease;cardiology
Mixed Machine Learning Approach for Efficient Prediction of Human Heart Disease by Identifying the Numerical and Categorical Features;2-s2.0-85137757290;10.3390/app12157449;Article;2022;cardiac disease;cardiology
Mixed Machine Learning Approach for Efficient Prediction of Human Heart Disease by Identifying the Numerical and Categorical Features;2-s2.0-85137757290;10.3390/app12157449;Article;2022;heart disease;cardiology
Artificial Intelligence for Cardiac Diseases Diagnosis and Prediction Using ECG Images on Embedded Systems;2-s2.0-85137373954;10.3390/biomedicines10082013;Article;2022;cardiac disease;cardiology
Brain Tumor Diagnosis Using Machine Learning, Convolutional Neural Networks, Capsule Neural Networks and Vision Transformers, Applied to MRI: A Survey;2-s2.0-85136813065;10.3390/jimaging8080205;Review;2022;brain tumors;neurosurgery
Brain Tumor Diagnosis Using Machine Learning, Convolutional Neural Networks, Capsule Neural Networks and Vision Transformers, Applied to MRI: A Survey;2-s2.0-85136813065;10.3390/jimaging8080205;Review;2022;brain tumor;neurosurgery
ECG Heartbeat Classification Using CONVXGB Model;2-s2.0-85136791769;10.3390/electronics11152280;Article;2022;cardiac disease;cardiology
ECG Heartbeat Classification Using CONVXGB Model;2-s2.0-85136791769;10.3390/electronics11152280;Article;2022;Arrhythmia;rhythmology
ECG Heartbeat Classification Using CONVXGB Model;2-s2.0-85136791769;10.3390/electronics11152280;Article;2022;arrhythmia;rhythmology
Hybrid SFNet Model for Bone Fracture Detection and Classification Using ML/DL;2-s2.0-85136343002;10.3390/s22155823;Article;2022;fracture;osteology
Hybrid SFNet Model for Bone Fracture Detection and Classification Using ML/DL;2-s2.0-85136343002;10.3390/s22155823;Article;2022;bone fracture;osteology
Poultry diseases diagnostics models using deep learning;2-s2.0-85136168439;10.3389/frai.2022.733345;Article;2022;freezing;emergency medicine
Poultry diseases diagnostics models using deep learning;2-s2.0-85136168439;10.3389/frai.2022.733345;Article;2022;Newcastle disease;infectious diseases
A novel deep learning model for STN localization from LFPs in Parkinson's disease;2-s2.0-85134017530;10.1016/j.bspc.2022.103830;Article;2022;neurological disorder;neurology
Robust Gaussian and Nonlinear Hybrid Invariant Clustered Features Aided Approach for Speeded Brain Tumor Diagnosis;2-s2.0-85136213378;10.3390/life12071084;Article;2022;brain tumors;neurosurgery
Robust Gaussian and Nonlinear Hybrid Invariant Clustered Features Aided Approach for Speeded Brain Tumor Diagnosis;2-s2.0-85136213378;10.3390/life12071084;Article;2022;brain tumor;neurosurgery
ECG Arrhythmia Classification Using Convolutional Neural Network;2-s2.0-85135368671;10.46338/ijetae0722_19;Article;2022;Arrhythmia;rhythmology
ECG Arrhythmia Classification Using Convolutional Neural Network;2-s2.0-85135368671;10.46338/ijetae0722_19;Article;2022;arrhythmia;rhythmology
Measuring the Usability and Quality of Explanations of a Machine Learning Web-Based Tool for Oral Tongue Cancer Prognostication;2-s2.0-85133715129;10.3390/ijerph19148366;Article;2022;tongue cancer;oncology
A Novel Method for Survival Prediction of Hepatocellular Carcinoma Using Feature-Selection Techniques;2-s2.0-85133278451;10.3390/app12136427;Article;2022;cirrhosis;hepatology
A Novel Method for Survival Prediction of Hepatocellular Carcinoma Using Feature-Selection Techniques;2-s2.0-85133278451;10.3390/app12136427;Article;2022;carcinoma;oncology
Combining mathematical modeling and deep learning to make rapid and explainable predictions of the patient-specific response to anticoagulant therapy under venous flow;2-s2.0-85130731854;10.1016/j.mbs.2022.108830;Article;2022;coagulopathy;hematology
Combining mathematical modeling and deep learning to make rapid and explainable predictions of the patient-specific response to anticoagulant therapy under venous flow;2-s2.0-85130731854;10.1016/j.mbs.2022.108830;Article;2022;venous thromboembolism;cardiology
Combining mathematical modeling and deep learning to make rapid and explainable predictions of the patient-specific response to anticoagulant therapy under venous flow;2-s2.0-85130731854;10.1016/j.mbs.2022.108830;Article;2022;Venous Thromboembolism;cardiology
Chronic diseases monitoring and diagnosis system based on features selection and machine learning predictive models;2-s2.0-85130534828;10.1007/s00500-022-07130-8;Article;2022;hypertension;family medicine
Automated Colorectal Polyp Classification Using Deep Neural Networks with Colonoscopy Images;2-s2.0-85117778808;10.1007/s40815-021-01182-y;Article;2022;colorectal polyp;gastroenterology
An automated deep learning enabled brain signal classification for epileptic seizure detection on complex measurement systems;2-s2.0-85129326878;10.1016/j.measurement.2022.111226;Article;2022;epileptic seizure;epileptology
An automated deep learning enabled brain signal classification for epileptic seizure detection on complex measurement systems;2-s2.0-85129326878;10.1016/j.measurement.2022.111226;Article;2022;seizure;epileptology
A Novel Deep Convolutional Neural Network Model for Alzheimerâ€™s Disease Classification Using Brain MRI;2-s2.0-85134206794;10.3103/S0146411622030063;Article;2022;neurological disease;neurology
Random forest and support vector machine-based hybrid liver disease detection;2-s2.0-85131574528;10.11591/eei.v11i3.3787;Article;2022;cirrhosis;hepatology
An Efficient Hybrid Model for Patient-Independent Seizure Prediction Using Deep Learning;2-s2.0-85131505290;10.3390/app12115516;Article;2022;epileptic seizure;epileptology
An Efficient Hybrid Model for Patient-Independent Seizure Prediction Using Deep Learning;2-s2.0-85131505290;10.3390/app12115516;Article;2022;seizure;epileptology
A Machine Learning Based Discharge Prediction of Cardiovascular Diseases Patients in Intensive Care Units;2-s2.0-85131379397;10.3390/healthcare10060966;Article;2022;Acute Coronary Syndrome;cardiology
A Machine Learning Based Discharge Prediction of Cardiovascular Diseases Patients in Intensive Care Units;2-s2.0-85131379397;10.3390/healthcare10060966;Article;2022;acute coronary syndrome;cardiology
A Machine Learning Based Discharge Prediction of Cardiovascular Diseases Patients in Intensive Care Units;2-s2.0-85131379397;10.3390/healthcare10060966;Article;2022;sepsis;infectious diseases
A Machine Learning Based Discharge Prediction of Cardiovascular Diseases Patients in Intensive Care Units;2-s2.0-85131379397;10.3390/healthcare10060966;Article;2022;seizure;epileptology
Deep-learning-based seizure detection and prediction from electroencephalography signals;2-s2.0-85129799816;10.1002/cnm.3573;Article;2022;seizure;epileptology
Limited evidence for a moderating effect of HIV status on brain age in heavy episodic drinkers;2-s2.0-85127374767;10.1007/s13365-022-01072-5;Article;2022;use disorder;narcology
ECG scalogram classification with CNN micro-architectures;2-s2.0-85119058335;10.1007/s42600-021-00188-7;Article;2022;cardiac arrhythmia;rhythmology
ECG scalogram classification with CNN micro-architectures;2-s2.0-85119058335;10.1007/s42600-021-00188-7;Article;2022;Arrhythmia;rhythmology
ECG scalogram classification with CNN micro-architectures;2-s2.0-85119058335;10.1007/s42600-021-00188-7;Article;2022;arrhythmia;rhythmology
